[2023-11-13T04:53:41.661+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_FinancialReport.Extract_Transform_BCTC manual__2023-11-13T04:53:25.493162+00:00 [queued]>
[2023-11-13T04:53:41.702+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_FinancialReport.Extract_Transform_BCTC manual__2023-11-13T04:53:25.493162+00:00 [queued]>
[2023-11-13T04:53:41.702+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-13T05:24:00.880+0000] {logging_mixin.py:154} INFO - 49. Get ANV 9549 rows
[2023-11-13T05:24:42.007+0000] {logging_mixin.py:154} INFO - 50. Get APC 10122 rows
[2023-11-13T05:25:20.464+0000] {logging_mixin.py:154} INFO - 51. Get APF 6896 rows
[2023-11-13T05:26:01.535+0000] {logging_mixin.py:154} INFO - 52. Get APG 12948 rows
[2023-11-13T05:26:39.176+0000] {logging_mixin.py:154} INFO - 53. Get APH 4370 rows
[2023-11-13T05:27:19.616+0000] {logging_mixin.py:154} INFO - 54. Get API 10176 rows
[2023-11-13T05:27:56.639+0000] {logging_mixin.py:154} INFO - 55. Get APL 2888 rows
[2023-11-13T05:28:36.543+0000] {logging_mixin.py:154} INFO - 56. Get APP 8246 rows
[2023-11-13T05:29:19.234+0000] {logging_mixin.py:154} INFO - 57. Get APS 12729 rows
[2023-11-13T05:29:56.051+0000] {logging_mixin.py:154} INFO - 58. Get APT 2147 rows
[2023-11-13T05:30:51.415+0000] {logging_mixin.py:154} INFO - 60. Get ARM 10176 rows
[2023-11-13T05:31:31.753+0000] {logging_mixin.py:154} INFO - 61. Get ART 9662 rows
[2023-11-13T05:32:10.224+0000] {logging_mixin.py:154} INFO - 62. Get ASA 6822 rows
[2023-11-13T05:33:04.377+0000] {logging_mixin.py:154} INFO - 64. Get ASG 5418 rows
[2023-11-13T05:33:45.935+0000] {logging_mixin.py:154} INFO - 65. Get ASM 9972 rows
[2023-11-13T05:34:26.014+0000] {logging_mixin.py:154} INFO - 66. Get ASP 10176 rows
[2023-11-13T05:35:04.090+0000] {logging_mixin.py:154} INFO - 67. Get AST 6460 rows
[2023-11-13T05:35:43.074+0000] {logging_mixin.py:154} INFO - 68. Get ATA 5754 rows
[2023-11-13T05:36:20.870+0000] {logging_mixin.py:154} INFO - 69. Get ATB 5208 rows
[2023-11-13T05:37:16.009+0000] {logging_mixin.py:154} INFO - 71. Get ATG 7789 rows
[2023-11-13T05:37:55.391+0000] {logging_mixin.py:154} INFO - 72. Get ATS 7370 rows
[2023-11-13T05:38:51.091+0000] {logging_mixin.py:154} INFO - 74. Get AVC 7004 rows
[2023-11-13T05:39:30.719+0000] {logging_mixin.py:154} INFO - 75. Get AVF 7166 rows
[2023-11-13T05:40:27.763+0000] {logging_mixin.py:154} INFO - 77. Get B82 4435 rows
[2023-11-13T05:41:05.327+0000] {logging_mixin.py:154} INFO - 78. Get BAB 6251 rows
[2023-11-13T05:41:42.135+0000] {logging_mixin.py:154} INFO - 79. Get BAF 2888 rows
[2023-11-13T05:42:19.016+0000] {logging_mixin.py:154} INFO - 80. Get BAL 2888 rows
[2023-11-13T05:43:28.989+0000] {logging_mixin.py:154} INFO - 83. Get BAX 7932 rows
[2023-11-13T05:44:09.792+0000] {logging_mixin.py:154} INFO - 84. Get BBC 10176 rows
[2023-11-13T05:44:45.826+0000] {logging_mixin.py:154} INFO - 85. Get BBH 1170 rows
[2023-11-13T05:45:23.220+0000] {logging_mixin.py:154} INFO - 86. Get BBM 2657 rows
[2023-11-13T05:46:02.331+0000] {logging_mixin.py:154} INFO - 87. Get BBS 9417 rows
[2023-11-13T05:46:40.717+0000] {logging_mixin.py:154} INFO - 88. Get BBT 2732 rows
[2023-11-13T05:47:17.558+0000] {logging_mixin.py:154} INFO - 89. Get BCA 2683 rows
[2023-11-13T05:47:53.410+0000] {logging_mixin.py:154} INFO - 90. Get BCB 1678 rows
[2023-11-13T05:48:33.302+0000] {logging_mixin.py:154} INFO - 91. Get BCC 10176 rows
[2023-11-13T05:49:13.318+0000] {logging_mixin.py:154} INFO - 92. Get BCE 10176 rows
[2023-11-13T05:49:52.217+0000] {logging_mixin.py:154} INFO - 93. Get BCF 5056 rows
[2023-11-13T05:50:33.576+0000] {logging_mixin.py:154} INFO - 94. Get BCG 8872 rows
[2023-11-13T05:51:28.328+0000] {logging_mixin.py:154} INFO - 96. Get BCM 6322 rows
[2023-11-13T05:52:06.804+0000] {logging_mixin.py:154} INFO - 97. Get BCP 3892 rows
[2023-11-13T05:52:42.899+0000] {logging_mixin.py:154} INFO - 98. Get BCV 1718 rows
[2023-11-13T05:53:22.426+0000] {logging_mixin.py:154} INFO - 99. Get BDB 9063 rows
[2023-11-13T05:54:33.352+0000] {logging_mixin.py:154} INFO - 102. Get BDG 7804 rows
[2023-11-13T05:55:27.250+0000] {logging_mixin.py:154} INFO - 104. Get BDT 6447 rows
[2023-11-13T05:56:06.176+0000] {logging_mixin.py:154} INFO - 105. Get BDW 7789 rows
[2023-11-13T05:56:47.835+0000] {logging_mixin.py:154} INFO - 106. Get BED 10176 rows
[2023-11-13T05:57:24.671+0000] {logging_mixin.py:154} INFO - 107. Get BEL 2870 rows
[2023-11-13T05:58:03.757+0000] {logging_mixin.py:154} INFO - 108. Get BFC 9140 rows
[2023-11-13T05:58:59.131+0000] {logging_mixin.py:154} INFO - 110. Get BGW 6874 rows
[2023-11-13T05:59:37.885+0000] {logging_mixin.py:154} INFO - 111. Get BHA 6808 rows
[2023-11-13T06:00:16.498+0000] {logging_mixin.py:154} INFO - 112. Get BHC 4754 rows
[2023-11-13T06:00:52.920+0000] {logging_mixin.py:154} INFO - 113. Get BHG 2202 rows
[2023-11-13T06:01:29.423+0000] {logging_mixin.py:154} INFO - 114. Get BHI 1962 rows
[2023-11-13T06:02:05.732+0000] {logging_mixin.py:154} INFO - 115. Get BHK 2241 rows
[2023-11-13T06:02:46.247+0000] {logging_mixin.py:154} INFO - 116. Get BHN 7942 rows
[2023-11-13T06:03:24.760+0000] {logging_mixin.py:154} INFO - 117. Get BHP 3610 rows
[2023-11-13T06:04:54.439+0000] {logging_mixin.py:154} INFO - 121. Get BIC 12243 rows
[2023-11-13T06:05:34.710+0000] {logging_mixin.py:154} INFO - 122. Get BID 7950 rows
[2023-11-13T06:06:11.059+0000] {logging_mixin.py:154} INFO - 123. Get BIG 1392 rows
[2023-11-13T06:06:52.210+0000] {logging_mixin.py:154} INFO - 124. Get BII 9546 rows
[2023-11-13T06:07:29.054+0000] {logging_mixin.py:154} INFO - 125. Get BIO 2156 rows
[2023-11-13T06:08:12.494+0000] {logging_mixin.py:154} INFO - 126. Get BKC 10176 rows
[2023-11-13T06:08:49.640+0000] {logging_mixin.py:154} INFO - 127. Get BKG 3870 rows
[2023-11-13T06:09:45.944+0000] {logging_mixin.py:154} INFO - 129. Get BLF 9030 rows
[2023-11-13T06:10:27.627+0000] {logging_mixin.py:154} INFO - 130. Get BLI 9570 rows
[2023-11-13T06:11:04.699+0000] {logging_mixin.py:154} INFO - 131. Get BLN 2381 rows
[2023-11-13T06:11:41.562+0000] {logging_mixin.py:154} INFO - 132. Get BLT 2870 rows
[2023-11-13T06:12:35.154+0000] {logging_mixin.py:154} INFO - 134. Get BLW 2790 rows
[2023-11-13T06:13:33.901+0000] {logging_mixin.py:154} INFO - 136. Get BMC 10176 rows
[2023-11-13T06:14:11.262+0000] {logging_mixin.py:154} INFO - 137. Get BMD 2296 rows
[2023-11-13T06:14:48.252+0000] {logging_mixin.py:154} INFO - 138. Get BMF 2638 rows
[2023-11-13T06:15:25.470+0000] {logging_mixin.py:154} INFO - 139. Get BMG 2370 rows
[2023-11-13T06:16:05.756+0000] {logging_mixin.py:154} INFO - 140. Get BMI 12243 rows
[2023-11-13T06:16:44.422+0000] {logging_mixin.py:154} INFO - 141. Get BMJ 4424 rows
[2023-11-13T06:17:20.997+0000] {logging_mixin.py:154} INFO - 142. Get BMN 2913 rows
[2023-11-13T06:18:03.305+0000] {logging_mixin.py:154} INFO - 143. Get BMP 10176 rows
[2023-11-13T06:18:44.221+0000] {logging_mixin.py:154} INFO - 144. Get BMS 8798 rows
[2023-11-13T06:19:23.814+0000] {logging_mixin.py:154} INFO - 145. Get BMV 6590 rows
[2023-11-13T06:20:01.410+0000] {logging_mixin.py:154} INFO - 146. Get BNA 3838 rows
[2023-11-13T06:20:39.284+0000] {logging_mixin.py:154} INFO - 147. Get BNW 6260 rows
[2023-11-13T06:21:17.368+0000] {logging_mixin.py:154} INFO - 148. Get BOT 4816 rows
[2023-11-13T06:22:00.167+0000] {logging_mixin.py:154} INFO - 149. Get BPC 9819 rows
[2023-11-13T06:22:53.780+0000] {logging_mixin.py:154} INFO - 151. Get BQB 5650 rows
[2023-11-13T06:23:34.131+0000] {logging_mixin.py:154} INFO - 152. Get BRC 10176 rows
[2023-11-13T06:24:12.113+0000] {logging_mixin.py:154} INFO - 153. Get BRR 5919 rows
[2023-11-13T06:24:49.484+0000] {logging_mixin.py:154} INFO - 154. Get BRS 4348 rows
[2023-11-13T06:25:29.656+0000] {logging_mixin.py:154} INFO - 155. Get BSA 7836 rows
[2023-11-13T06:26:09.004+0000] {logging_mixin.py:154} INFO - 156. Get BSC 9581 rows
[2023-11-13T06:26:46.907+0000] {logging_mixin.py:154} INFO - 157. Get BSD 3080 rows
[2023-11-13T06:27:25.342+0000] {logging_mixin.py:154} INFO - 158. Get BSG 7011 rows
[2023-11-13T06:28:04.916+0000] {logging_mixin.py:154} INFO - 159. Get BSH 6036 rows
[2023-11-13T06:28:46.078+0000] {logging_mixin.py:154} INFO - 160. Get BSI 12948 rows
[2023-11-13T06:29:26.017+0000] {logging_mixin.py:154} INFO - 161. Get BSL 6834 rows
[2023-11-13T06:30:06.922+0000] {logging_mixin.py:154} INFO - 162. Get BSP 7657 rows
[2023-11-13T06:30:48.322+0000] {logging_mixin.py:154} INFO - 163. Get BSQ 10176 rows
[2023-11-13T06:31:27.434+0000] {logging_mixin.py:154} INFO - 164. Get BSR 6700 rows
[2023-11-13T06:32:08.837+0000] {logging_mixin.py:154} INFO - 165. Get BST 9063 rows
[2023-11-13T06:32:47.108+0000] {logging_mixin.py:154} INFO - 166. Get BT1 2986 rows
[2023-11-13T06:33:28.653+0000] {logging_mixin.py:154} INFO - 167. Get BT6 4594 rows
[2023-11-13T06:34:07.099+0000] {logging_mixin.py:154} INFO - 168. Get BTB 4860 rows
[2023-11-13T06:35:00.374+0000] {logging_mixin.py:154} INFO - 170. Get BTD 3272 rows
[2023-11-13T06:35:38.687+0000] {logging_mixin.py:154} INFO - 171. Get BTG 3747 rows
[2023-11-13T06:36:18.110+0000] {logging_mixin.py:154} INFO - 172. Get BTH 6951 rows
[2023-11-13T06:36:55.935+0000] {logging_mixin.py:154} INFO - 173. Get BTN 2412 rows
[2023-11-13T06:37:37.341+0000] {logging_mixin.py:154} INFO - 174. Get BTP 10176 rows
[2023-11-13T06:38:33.142+0000] {logging_mixin.py:154} INFO - 176. Get BTS 10176 rows
[2023-11-13T06:39:15.281+0000] {logging_mixin.py:154} INFO - 177. Get BTT 10176 rows
[2023-11-13T06:39:53.030+0000] {logging_mixin.py:154} INFO - 178. Get BTU 3270 rows
[2023-11-13T06:40:32.645+0000] {logging_mixin.py:154} INFO - 179. Get BTV 6320 rows
[2023-11-13T06:41:11.631+0000] {logging_mixin.py:154} INFO - 180. Get BTW 7054 rows
[2023-11-13T06:42:05.728+0000] {logging_mixin.py:154} INFO - 182. Get BVB 5475 rows
[2023-11-13T06:42:47.034+0000] {logging_mixin.py:154} INFO - 183. Get BVG 4345 rows
[2023-11-13T06:43:29.099+0000] {logging_mixin.py:154} INFO - 184. Get BVH 12044 rows
[2023-11-13T06:44:06.300+0000] {logging_mixin.py:154} INFO - 185. Get BVL 2826 rows
[2023-11-13T06:44:44.013+0000] {logging_mixin.py:154} INFO - 186. Get BVN 2754 rows
[2023-11-13T06:45:26.405+0000] {logging_mixin.py:154} INFO - 187. Get BVS 11148 rows
[2023-11-13T06:46:03.731+0000] {logging_mixin.py:154} INFO - 188. Get BWA 2943 rows
[2023-11-13T06:46:44.500+0000] {logging_mixin.py:154} INFO - 189. Get BWE 7210 rows
[2023-11-13T06:47:24.092+0000] {logging_mixin.py:154} INFO - 190. Get BWS 8212 rows
[2023-11-13T06:48:21.150+0000] {logging_mixin.py:154} INFO - 192. Get BXH 9603 rows
[2023-11-13T06:49:15.574+0000] {logging_mixin.py:154} INFO - 194. Get C12 1882 rows
[2023-11-13T06:49:58.494+0000] {logging_mixin.py:154} INFO - 195. Get C21 10176 rows
[2023-11-13T06:50:35.513+0000] {logging_mixin.py:154} INFO - 196. Get C22 1744 rows
[2023-11-13T06:51:16.085+0000] {logging_mixin.py:154} INFO - 197. Get C32 9363 rows
[2023-11-13T06:52:15.086+0000] {logging_mixin.py:154} INFO - 199. Get C47 9333 rows
[2023-11-13T06:52:55.271+0000] {logging_mixin.py:154} INFO - 200. Get C4G 5988 rows
[2023-11-13T06:53:35.699+0000] {logging_mixin.py:154} INFO - 201. Get C69 6897 rows
[2023-11-13T06:54:32.589+0000] {logging_mixin.py:154} INFO - 203. Get C92 8153 rows
[2023-11-13T06:55:11.211+0000] {logging_mixin.py:154} INFO - 204. Get CAB 5308 rows
[2023-11-13T06:55:52.959+0000] {logging_mixin.py:154} INFO - 205. Get CAD 8087 rows
[2023-11-13T06:56:33.206+0000] {logging_mixin.py:154} INFO - 206. Get CAG 7460 rows
[2023-11-13T06:57:31.655+0000] {logging_mixin.py:154} INFO - 208. Get CAN 10176 rows
[2023-11-13T06:58:14.384+0000] {logging_mixin.py:154} INFO - 209. Get CAP 10176 rows
[2023-11-13T06:58:51.795+0000] {logging_mixin.py:154} INFO - 210. Get CAR 638 rows
[2023-11-13T06:59:30.960+0000] {logging_mixin.py:154} INFO - 211. Get CAT 3080 rows
[2023-11-13T07:00:15.179+0000] {logging_mixin.py:154} INFO - 212. Get CAV 9924 rows
[2023-11-13T07:01:11.130+0000] {logging_mixin.py:154} INFO - 214. Get CBI 6438 rows
[2023-11-13T07:02:27.440+0000] {logging_mixin.py:154} INFO - 216. Get CC1 7536 rows
[2023-11-13T07:03:07.798+0000] {logging_mixin.py:154} INFO - 217. Get CC4 5694 rows
[2023-11-13T07:03:46.316+0000] {logging_mixin.py:154} INFO - 218. Get CCA 4822 rows
[2023-11-13T07:04:42.790+0000] {logging_mixin.py:154} INFO - 220. Get CCI 9063 rows
[2023-11-13T07:05:24.275+0000] {logging_mixin.py:154} INFO - 221. Get CCL 9030 rows
[2023-11-13T07:06:06.008+0000] {logging_mixin.py:154} INFO - 222. Get CCM 6146 rows
[2023-11-13T07:06:44.416+0000] {logging_mixin.py:154} INFO - 223. Get CCP 4180 rows
[2023-11-13T07:07:25.198+0000] {logging_mixin.py:154} INFO - 224. Get CCR 8264 rows
[2023-11-13T07:08:05.340+0000] {logging_mixin.py:154} INFO - 225. Get CCT 7085 rows
[2023-11-13T07:08:42.234+0000] {logging_mixin.py:154} INFO - 226. Get CCV 2942 rows
[2023-11-13T07:09:25.062+0000] {logging_mixin.py:154} INFO - 227. Get CDC 10176 rows
[2023-11-13T07:10:04.172+0000] {logging_mixin.py:154} INFO - 228. Get CDG 4093 rows
[2023-11-13T07:10:42.157+0000] {logging_mixin.py:154} INFO - 229. Get CDH 2718 rows
[2023-11-13T07:11:22.473+0000] {logging_mixin.py:154} INFO - 230. Get CDN 8564 rows
[2023-11-13T07:12:02.568+0000] {logging_mixin.py:154} INFO - 231. Get CDO 8756 rows
[2023-11-13T07:12:42.441+0000] {logging_mixin.py:154} INFO - 232. Get CDP 5537 rows
[2023-11-13T07:13:18.906+0000] {logging_mixin.py:154} INFO - 233. Get CDR 2751 rows
[2023-11-13T07:13:56.634+0000] {logging_mixin.py:154} INFO - 234. Get CE1 2583 rows
[2023-11-13T07:15:05.815+0000] {logging_mixin.py:154} INFO - 237. Get CEG 2827 rows
[2023-11-13T07:15:47.372+0000] {logging_mixin.py:154} INFO - 238. Get CEN 2892 rows
[2023-11-13T07:16:27.564+0000] {logging_mixin.py:154} INFO - 239. Get CEO 8928 rows
[2023-11-13T07:17:22.122+0000] {logging_mixin.py:154} INFO - 241. Get CET 6652 rows
[2023-11-13T07:18:15.114+0000] {logging_mixin.py:154} INFO - 243. Get CFM 1370 rows
[2023-11-13T07:18:53.080+0000] {logging_mixin.py:154} INFO - 244. Get CFV 3722 rows
[2023-11-13T07:20:02.547+0000] {logging_mixin.py:154} INFO - 247. Get CGV 2580 rows
[2023-11-13T07:20:40.664+0000] {logging_mixin.py:154} INFO - 248. Get CH5 2625 rows
[2023-11-13T07:21:17.791+0000] {logging_mixin.py:154} INFO - 249. Get CHC 3121 rows
[2023-11-13T07:22:00.775+0000] {logging_mixin.py:154} INFO - 250. Get CHP 9603 rows
[2023-11-13T07:22:39.848+0000] {logging_mixin.py:154} INFO - 251. Get CHS 7299 rows
[2023-11-13T07:23:19.153+0000] {logging_mixin.py:154} INFO - 252. Get CI5 3059 rows
[2023-11-13T07:24:00.106+0000] {logging_mixin.py:154} INFO - 253. Get CIA 7207 rows
[2023-11-13T07:24:59.796+0000] {logging_mixin.py:154} INFO - 255. Get CID 4745 rows
[2023-11-13T07:25:43.306+0000] {logging_mixin.py:154} INFO - 256. Get CIG 9915 rows
[2023-11-13T07:26:24.291+0000] {logging_mixin.py:154} INFO - 257. Get CII 9861 rows
[2023-11-13T07:27:02.025+0000] {logging_mixin.py:154} INFO - 258. Get CIP 2424 rows
[2023-11-13T07:27:43.966+0000] {logging_mixin.py:154} INFO - 259. Get CJC 9063 rows
[2023-11-13T07:28:22.328+0000] {logging_mixin.py:154} INFO - 260. Get CK8 1838 rows
[2023-11-13T07:29:00.221+0000] {logging_mixin.py:154} INFO - 261. Get CKA 2156 rows
[2023-11-13T07:29:42.297+0000] {logging_mixin.py:154} INFO - 262. Get CKD 8388 rows
[2023-11-13T07:30:24.624+0000] {logging_mixin.py:154} INFO - 263. Get CKG 8030 rows
